41.801889	13.241028	circle1	red	49	Fiuggi
41.342167	13.418778	circle1	black	50	Fondi
41.610194	13.562083	circle1	yellow	51	Fontana Liri Superiore
42.07975	12.401028	circle1	yellow	52	Formello
41.717111	12.360833	circle1	black	53	Fosso di Pantanello ad Ostia
41.809833	12.671444	circle1	black	54	Frascati
41.639194	13.315222	circle1	green	55	Frosinone
41.220667	13.563306	circle1	black	56	Gaeta
41.541194	13.279528	circle1	yellow	57	Giuliano di Roma
42.573111	12.207528	circle1	green	58	Graffignano
42.467111	12.434944	circle1	green	59	Guadamello
42.000111	12.726306	circle1	black	60	Guidonia
42.552889	11.763667	circle1	yellow	61	Ischia di Castro
41.268083	13.524889	circle1	yellow	62	Itri
41.954972	12.07	circle1	black	63	Ladispoli rlazio
41.746111	12.653972	circle1	black	64	Lago di Albano
42.710014	12.260151	circle1	green	65	Lago di Corbara
41.718778	12.699222	circle1	green	66	Lago di Nemi
41.646083	12.661972	circle1	black	67	Lanuvio
41.47125	12.905917	circle1	black	68	Latina
41.411694	13.448389	circle1	yellow	69	Lenola
42.578722	12.9535	circle1	blue	70	Leonessa
42.074861	12.899833	circle1	green	71	Licenza
41.552694	13.518167	circle1	green	72	Liri a Ceprano
41.915	13.425778	circle1	green	73	Liri a Civitella Roveto
42.43425	12.9225	circle1	green	74	Lugnano
41.817389	12.219389	circle1	black	75	Maccarese rlazio
42.37725	11.791833	circle1	green	76	Mandrione
42.135944	12.119278	circle1	yellow	77	Manziana
42.534833	11.932861	circle1	yellow	78	Marta
42.256972	11.742528	circle1	black	79	Marta a Tarquinia
41.885194	12.365583	circle1	black	80	Massimina
41.629444	13.769833	circle1	green	81	Melfa ad Atina
42.452111	13.053917	circle1	red	82	Micigliano
42.329722	11.633306	circle1	black	83	Montalto di Castro meteo
42.379361	12.690111	circle1	green	84	Montasola
42.529917	12.02275	circle1	yellow	85	Montefiascone
42.134833	12.738806	circle1	yellow	86	Montelibretti
42.267556	11.900389	circle1	yellow	87	Monte Romano
42.051444	12.617	circle1	yellow	88	Monterotondo ETG
42.455583	12.99275	circle1	blue	89	Monte Terminillo
42.116889	12.7735	circle1	yellow	90	Moricone
42.143583	12.506778	circle1	yellow	91	Morlupo
42.241111	12.33775	circle1	green	92	Nepi
41.586972	12.970944	circle1	yellow	93	Norma
41.512667	13.407	circle1	yellow	94	Osteria di Castro
42.031583	12.299833	circle1	green	95	Osteria Nuova
42.764278	11.856306	circle1	green	96	Paglia a Proceno
42.004472	13.318222	circle1	red	97	Pagliara
41.838	12.881417	circle1	yellow	98	Palestrina
41.789861	13.06225	circle1	yellow	99	Paliano
42.066583	12.765028	circle1	yellow	100	Palombara Sabina
42.169556	12.658972	circle1	green	101	Passo Corese ETG
42.545083	11.637222	circle1	green	102	Pianetto
41.496444	13.755278	circle1	black	103	Piedimonte San Germano
42.270139	12.69525	circle1	black	104	Poggio Mirteto
42.20775	12.950611	circle1	yellow	105	Poggio Moiano
42.350389	12.758361	circle1	red	106	Poggio Perugino
41.663972	12.500806	circle1	black	107	Pomezia
40.929361	12.969667	circle1	black	108	Ponza
42.528417	13.100806	circle1	blue	109	Posta
42.233528	12.942	circle1	green	110	Posticciola
41.470889	13.18575	circle1	black	111	Priverno
41.486639	13.840556	circle1	black	112	Rapido a Cassino
42.101389	12.503806	circle1	yellow	113	Riano
42.209167	12.475333	circle1	yellow	114	Rignano Flaminio
41.372889	13.026361	circle1	black	115	Rio Cassano
41.603667	13.407556	circle1	green	116	Ripi
42.522694	12.864861	circle1	red	117	Rivodutri
41.760194	12.710139	circle1	red	118	Rocca di Papa
42.384	11.928778	circle1	green	119	Rocca Respampani
42.171556	12.243167	circle1	yellow	120	Rocca Romana
41.911222	13.022194	circle1	red	121	Rocca Santo Stefano
41.828583	12.497306	circle1	black	122	Roma EUR
41.927917	12.468833	circle1	black	123	Roma Flaminio
41.904	12.507194	circle1	black	124	Roma Macao
41.935472	12.435611	circle1	yellow	125	Roma Monte Mario
41.854194	12.499861	circle1	green	126	Roma Sud
42.288028	12.207861	circle1	yellow	127	Ronciglione rlazio
41.2995	13.027722	circle1	black	128	Sabaudia
41.7595	12.978694	circle1	green	129	Sacco a Colleferro
42.2605	12.752417	circle1	yellow	130	Salisano
41.911778	12.630667	circle1	green	131	Salone
41.991167	12.947	circle1	yellow	132	Sambuci
41.613722	13.948778	circle1	red	133	San Biagio Saracinisco
41.670139	13.094806	circle1	green	134	San Marino
42.012278	11.978361	circle1	black	135	Santa Severa
41.402889	13.832083	circle1	black	136	S.Apollinare Rlazio
42.054806	12.045778	circle1	yellow	137	Sasso Furbara
42.025592	12.919344	circle1	green	138	S.Cosimato-Mandela
41.670167	13.852333	circle1	red	139	Settefrati
41.685694	13.150889	circle1	green	140	Sgurgola
41.716452	13.612438	circle1	green	141	Sora
42.727944	11.684333	circle1	red	142	Sorano Meteo
42.233444	12.810139	circle1	green	143	Sorgenti Capore
42.365583	13.005028	circle1	green	144	Sorgenti Peschiera
42.422028	12.237222	circle1	yellow	145	Soriano nel Cimino
41.304222	13.73275	circle1	black	146	Spigno Saturnia
41.274167	13.789778	circle1	black	147	SS.Cosma e Damiano
41.918722	13.110167	circle1	green	148	Subiaco-Scolastica
41.601778	13.174861	circle1	red	149	Supino
42.241611	12.224472	circle1	green	150	Sutri
41.882861	12.971861	circle1	red	151	S.Vito Romano
41.286778	13.255722	circle1	black	152	Terracina
41.988778	12.497889	circle1	black	153	Tevere a Castelgiubileo
42.281833	12.558278	circle1	green	154	Tevere a Stimigliano
42.37475	11.557389	circle1	black	155	Torrente Tafone
42.225222	12.627278	circle1	green	156	Torrita Tiberina
41.851056	12.631111	circle1	green	157	Tor Vergata
42.019861	12.198167	circle1	black	158	Tragliatella rlazio
42.291889	12.427917	circle1	green	159	Treia a Civita Castellana
42.157333	12.246528	circle1	yellow	160	Trevignano Romano
41.863972	13.247528	circle1	red	161	Trevi nel Lazio
42.40825	11.870389	circle1	black	162	Tuscania
42.556861	11.833778	circle1	yellow	163	Valentano
41.443944	13.408528	circle1	yellow	164	Vallecorsa
41.752722	13.727806	circle1	red	165	Valle del Rio
41.925389	13.233278	circle1	red	166	Vallepietra
42.403	12.871611	circle1	green	167	Velino a Rieti
41.683917	12.778694	circle1	black	168	Velletri
41.67225	13.408278	circle1	green	169	Veroli
42.332472	12.090694	circle1	green	170	Vetralla Rlazio
41.776111	13.33775	circle1	yellow	171	Vico nel Lazio
42.419861	12.106444	circle1	yellow	172	Viterbo
42.102139	13.005528	circle1	red	173	Vivaro Romano
